Infernape,76,104,71,104,71,108,0,1,0,1,0,1,3,Monferno
Piplup,53,51,53,61,56,40,0,0,0,1,0,0,1,None
Prinplup,64,66,68,81,76,50,0,0,0,2,0,0,2,Piplup
Empoleon,84,86,88,111,101,60,0,0,0,3,0,0,3,Prinplup
Starly,40,55,30,30,30,60,0,0,0,0,0,1,1,None
Staravia,55,75,50,40,40,80,0,0,0,0,0,2,2,Starly
Staraptor,85,120,70,50,60,100,0,3,0,0,0,0,3,Staravia
Bidoof,59,45,40,35,40,31,1,0,0,0,0,0,1,None
Bibarel,79,85,60,55,60,71,0,2,0,0,0,0,2,Bidoof
Kricketot,37,25,41,25,41,25,0,0,1,0,0,0,1,None
Kricketune,77,85,51,55,51,65,0,2,0,0,0,0,2,Kricketot
Shinx,45,65,34,40,34,45,0,1,0,0,0,0,1,None
Luxio,60,85,49,60,49,60,0,2,0,0,0,0,2,Shinx
Luxray,80,120,79,95,79,70,0,3,0,0,0,0,3,Luxio
Budew,40,30,35,50,70,55,0,0,0,1,0,0,1,None
Roserade,60,70,65,125,105,90,0,0,0,3,0,0,3,Roselia
Cranidos,67,125,40,30,30,58,0,1,0,0,0,0,1,None
Rampardos,97,165,60,65,50,58,0,2,0,0,0,0,2,Cranidos
Shieldon,30,42,118,42,88,30,0,0,1,0,0,0,1,None
Bastiodon,60,52,168,47,138,30,0,0,2,0,0,0,2,Shieldon
Burmy,40,29,45,29,45,36,0,0,0,0,1,0,1,None
Wormadam Plant,60,59,85,79,105,36,0,0,0,0,2,0,2,Burmy
Wormadam Sandy,60,79,105,59,85,36,0,0,2,0,0,0,2,Burmy
Wormadam Trash,60,69,95,69,95,36,0,0,1,0,1,0,2,Burmy
Mothim,70,94,50,94,50,66,0,1,0,1,0,0,2,Burmy
Combee,30,30,42,30,42,70,0,0,0,0,0,1,1,None
Vespiquen,70,80,102,80,102,40,0,0,1,0,1,0,2,Combee
Pachirisu,60,45,70,45,90,95,0,0,0,0,0,1,0,None
Buizel,55,65,35,60,30,85,0,0,0,0,0,1,1,None
Floatzel,85,105,55,85,50,115,0,0,0,0,0,2,2,Buizel
Cherubi,45,35,45,62,53,35,0,0,0,1,0,0,1,None
Cherrim,70,60,70,87,78,85,0,0,0,2,0,0,2,Cherubi
Shellos,76,48,48,57,62,34,1,0,0,0,0,0,1,None
Gastrodon,111,83,68,92,82,39,2,0,0,0,0,0,2,Shellos
Ambipom,75,100,66,60,66,115,0,0,0,0,0,2,2,Aipom
Drifloon,90,50,34,60,44,70,1,0,0,0,0,0,1,None
Drifblim,150,80,44,90,54,80,2,0,0,0,0,0,2,Drifloon
Buneary,55,66,44,44,56,85,0,0,0,0,0,1,1,None
Lopunny,65,76,84,54,96,105,0,0,0,0,0,2,2,Buneary
Mismagius,60,60,60,105,105,105,0,0,0,1,1,0,2,Misdreavus
Honchkrow,100,125,52,105,52,71,0,2,0,0,0,0,2,Murkrow
Glameow,49,55,42,42,37,85,0,0,0,0,0,1,1,None
Purugly,71,82,64,64,59,112,0,0,0,0,0,2,2,Glameow
Chingling,45,30,50,65,50,45,0,0,0,1,0,0,1,None
Stunky,63,63,47,41,41,74,0,0,0,0,0,1,1,None
Skuntank,103,93,67,71,61,84,2,0,0,0,0,0,2,Stunky
Bronzor,57,24,86,24,86,23,0,0,1,0,0,0,1,None
Bronzong,67,89,116,79,116,33,0,0,1,0,1,0,2,Bronzor
Bonsly,50,80,95,10,45,10,0,0,1,0,0,0,1,None
Mime Jr.,20,25,45,70,90,60,0,0,0,0,1,0,1,None
Happiny,100,5,5,15,65,30,1,0,0,0,0,0,1,None
Chatot,76,65,45,92,42,91,0,1,0,0,0,0,0,None
Spiritomb,50,92,108,92,108,35,0,0,1,0,1,0,0,None
Gible,58,70,45,40,45,42,0,1,0,0,0,0,1,None
Gabite,68,90,65,50,55,82,0,2,0,0,0,0,2,Gible
Garchomp,108,130,95,80,85,102,0,3,0,0,0,0,3,Gabite
Munchlax,135,85,40,40,85,5,1,0,0,0,0,0,1,None
Riolu,40,70,40,35,40,60,0,1,0,0,0,0,1,None
Lucario,70,110,70,115,70,90,0,1,0,1,0,0,2,Riolu
Hippopotas,68,72,78,38,42,32,0,0,1,0,0,0,1,None
Hippowdon,108,112,118,68,72,47,0,0,2,0,0,0,2,Hippopotas
Skorupi,40,50,90,30,55,65,0,0,1,0,0,0,1,None
Drapion,70,90,110,60,75,95,0,0,2,0,0,0,2,Skorupi
Croagunk,48,61,40,61,40,50,0,1,0,0,0,0,1,None
Toxicroak,83,106,65,86,65,85,0,2,0,0,0,0,2,Croagunk
Carnivine,74,100,72,90,72,46,0,2,0,0,0,0,0,None
Finneon,49,49,56,49,61,66,0,0,0,0,0,1,1,None
Lumineon,69,69,76,69,86,91,0,0,0,0,0,2,2,Finneon
Mantyke,45,20,50,60,120,50,0,0,0,0,1,0,1,None
Snover,60,62,50,62,60,40,0,1,0,0,0,0,1,None
Abomasnow,90,92,75,92,85,60,0,1,0,1,0,0,2,Snover
Weavile,70,120,65,45,85,125,0,1,0,0,0,1,2,Sneasel
Magnezone,70,70,115,130,90,60,0,0,0,3,0,0,3,Magneton
Lickilicky,110,85,95,80,95,50,3,0,0,0,0,0,2,Lickitung
Rhyperior,115,140,130,55,55,40,0,3,0,0,0,0,3,Rhydon
Tangrowth,100,100,125,110,50,50,0,0,2,0,0,0,2,Tangela
Electivire,75,123,67,95,85,95,0,3,0,0,0,0,3,Electabuzz
Magmortar,75,95,67,125,95,83,0,0,0,3,0,0,3,Magmar
Togekiss,85,50,95,120,115,80,0,0,0,2,1,0,3,Togetic
Yanmega,86,76,86,116,56,95,0,2,0,0,0,0,2,Yanma
Leafeon,65,110,130,60,65,95,0,0,2,0,0,0,2,Eevee
Glaceon,65,60,110,130,95,65,0,0,0,2,0,0,2,Eevee
Gliscor,75,95,125,45,75,95,0,0,2,0,0,0,2,Gligar
Mamoswine,110,130,80,70,60,80,0,3,0,0,0,0,3,Piloswine
Porygon-Z,85,80,70,135,75,90,0,0,0,3,0,0,3,Porygon2
Gallade,68,125,65,65,115,80,0,3,0,0,0,0,3,Kirlia
Probopass,60,55,145,75,150,40,0,0,1,0,2,0,2,Nosepass
Dusknoir,45,100,135,65,135,45,0,0,1,0,2,0,3,Dusclops
Froslass,70,80,70,80,70,110,0,0,0,0,0,2,2,Snorunt
Rotom Normal,50,50,77,95,77,91,0,0,0,1,0,1,0,None
Rotom Heat,50,65,107,105,107,86,0,0,0,1,0,1,0,None
Rotom Wash,50,65,107,105,107,86,0,0,0,1,0,1,0,None
Rotom Frost,50,65,107,105,107,86,0,0,0,1,0,1,0,None
Rotom Fan,50,65,107,105,107,86,0,0,0,1,0,1,0,None
Rotom Mow,50,65,107,105,107,86,0,0,0,1,0,1,0,None
Uxie,75,75,130,75,130,95,0,0,2,0,1,0,0,None
Mesprit,80,105,105,105,105,80,0,1,0,1,1,0,0,None
Azelf,75,125,70,125,70,115,0,2,0,1,0,0,0,None
Dialga,100,120,120,150,100,90,0,0,0,3,0,0,0,None
Palkia,90,120,100,150,120,100,0,0,0,3,0,0,0,None
Heatran,91,90,106,130,106,77,0,0,0,3,0,0,0,None
Regigigas,110,160,110,80,110,100,0,3,0,0,0,0,0,None
Giratina Altered,150,100,120,100,120,90,3,0,0,0,0,0,0,None
Giratina Origin,150,120,100,120,100,90,3,0,0,0,0,0,0,None
Cresselia,120,70,120,75,130,85,0,0,0,0,3,0,0,None
Phione,80,80,80,80,80,80,1,0,0,0,0,0,0,None
Manaphy,100,100,100,100,100,100,3,0,0,0,0,0,0,None
Darkrai,70,90,90,135,90,125,0,0,0,2,0,1,0,None
Shaymin Land,100,100,100,100,100,100,3,0,0,0,0,0,0,None
Shaymin Sky,100,103,75,120,75,127,0,0,0,0,0,3,0,None
Arceus,120,120,120,120,120,120,3,0,0,0,0,0,0,None
Victini,100,100,100,100,100,100,3,0,0,0,0,0,0,None
Snivy,45,45,55,45,55,63,0,0,0,0,0,1,1,None
Servine,60,60,75,60,75,83,0,0,0,0,0,2,2,Snivy
Serperior,75,75,95,75,95,113,0,0,0,0,0,3,3,Servine
Tepig,65,63,45,45,45,45,1,0,0,0,0,0,1,None
Pignite,90,93,55,70,55,55,0,2,0,0,0,0,2,Tepig
Emboar,110,123,65,100,65,65,0,3,0,0,0,0,3,Pignite
Oshawott,55,55,45,63,45,45,0,0,0,1,0,0,1,None
Dewott,75,75,60,83,60,60,0,0,0,2,0,0,2,Oshawott
Samurott,95,100,85,108,70,70,0,0,0,3,0,0,3,Dewott
Patrat,45,55,39,35,39,42,0,1,0,0,0,0,1,None
Watchog,60,85,69,60,69,77,0,2,0,0,0,0,2,Patrat
Lillipup,45,60,45,25,45,55,0,1,0,0,0,0,1,None
Herdier,65,80,65,35,65,60,0,2,0,0,0,0,2,Lillipup
Stoutland,85,100,90,45,90,80,0,3,0,0,0,0,3,Herdier
Purrloin,41,50,37,50,37,66,0,0,0,0,0,1,1,None
Liepard,64,88,50,88,50,106,0,0,0,0,0,2,2,Purrloin
Pansage,50,53,48,53,48,64,0,0,0,0,0,1,1,None
Simisage,75,98,63,98,63,101,0,0,0,0,0,2,2,Pansage
Pansear,50,53,48,53,48,64,0,0,0,0,0,1,1,None
Simisear,75,98,63,98,63,101,0,0,0,0,0,2,2,Pansear
Panpour,50,53,48,53,48,64,0,0,0,0,0,1,1,None
Simipour,75,98,63,98,63,101,0,0,0,0,0,2,2,Panpour
Munna,76,25,45,67,55,24,1,0,0,0,0,0,1,None
Musharna,116,55,85,107,95,29,2,0,0,0,0,0,2,Munna
Pidove,50,55,50,36,30,43,0,1,0,0,0,0,1,None
Tranquill,62,77,62,50,42,65,0,2,0,0,0,0,2,Pidove
Unfezant,80,105,80,65,55,93,0,3,0,0,0,0,3,Tranquill
Blitzle,45,60,32,50,32,76,0,0,0,0,0,1,1,None
Zebstrika,75,100,63,80,63,116,0,0,0,0,0,2,2,Blitzle
Roggenrola,55,75,85,25,25,15,0,0,1,0,0,0,1,None
Boldore,70,105,105,50,40,20,0,1,1,0,0,0,2,Roggenrola
Gigalith,85,135,130,60,70,25,0,3,0,0,0,0,3,Boldore
Woobat,55,45,43,55,43,72,0,0,0,0,0,1,1,None
Swoobat,67,57,55,77,55,114,0,0,0,0,0,2,2,Woobat
Drilbur,60,85,40,30,45,68,0,1,0,0,0,0,1,None
Excadrill,110,135,60,50,65,88,0,2,0,0,0,0,2,Drilbur
Audino,103,60,86,60,86,50,2,0,0,0,0,0,0,None
Timburr,75,80,55,25,35,35,0,1,0,0,0,0,1,None
Gurdurr,85,105,85,40,50,40,0,2,0,0,0,0,2,Timburr
Conkeldurr,105,140,95,55,65,45,0,3,0,0,0,0,3,Gurdurr
Tympole,50,50,40,50,40,64,0,0,0,0,0,1,1,None
Palpitoad,75,65,55,65,55,69,2,0,0,0,0,0,2,Tympole
Seismitoad,105,85,75,85,75,74,3,0,0,0,0,0,3,Palpitoad
Throh,120,100,85,30,85,45,2,0,0,0,0,0,0,None
Sawk,75,125,75,30,75,85,0,2,0,0,0,0,0,None
Sewaddle,45,53,70,40,60,42,0,0,1,0,0,0,1,None
Swadloon,55,63,90,50,80,42,0,0,2,0,0,0,2,Sewaddle
Leavanny,75,103,80,70,80,92,0,3,0,0,0,0,3,Swadloon
Venipede,30,45,59,30,39,57,0,0,1,0,0,0,1,None
Whirlipede,40,55,99,40,79,47,0,0,2,0,0,0,2,Venipede
Scolipede,60,90,89,55,69,112,0,0,0,0,0,3,3,Whirlipede
Cottonee,40,27,60,37,50,66,0,0,0,0,0,1,1,None
Whimsicott,60,67,85,77,75,116,0,0,0,0,0,2,2,Cottonee
Petilil,45,35,50,70,50,30,0,0,0,1,0,0,1,None
Lilligant,70,60,75,110,75,90,0,0,0,2,0,0,2,Petilil
Basculin,70,92,65,80,55,98,0,0,0,0,0,2,0,None
Sandile,50,72,35,35,35,65,0,1,0,0,0,0,1,None
Krokorok,60,82,45,45,45,74,0,2,0,0,0,0,2,Sandile
Krookodile,95,117,70,65,70,92,0,3,0,0,0,0,3,Krokorok
Darumaka,70,90,45,15,45,50,0,1,0,0,0,0,1,None
Darmanitan Standard,105,140,55,30,55,95,0,2,0,0,0,0,2,Darumaka
Darmanitan Zen,105,30,105,140,105,55,0,0,0,2,0,0,2,Darumaka
Maractus,75,86,67,106,67,60,0,0,0,2,0,0,0,None
Dwebble,50,65,85,35,35,55,0,0,1,0,0,0,1,None
Crustle,70,95,125,65,75,45,0,0,2,0,0,0,2,Dwebble
Scraggy,50,75,70,35,70,48,0,1,0,0,0,0,1,None
Scrafty,65,90,115,45,115,58,0,0,1,0,1,0,2,Scraggy
Sigilyph,72,58,80,103,80,97,0,0,0,2,0,0,0,None
Yamask,38,30,85,55,65,30,0,0,1,0,0,0,1,None
Cofagrigus,58,50,145,95,105,30,0,0,2,0,0,0,2,Yamask
Tirtouga,54,78,103,53,45,22,0,0,1,0,0,0,1,None
Carracosta,74,108,133,83,65,32,0,0,2,0,0,0,2,Tirtouga
Archen,55,112,45,74,45,70,0,1,0,0,0,0,1,None
Archeops,75,140,65,112,65,110,0,2,0,0,0,0,2,Archen
Trubbish,50,50,62,40,62,65,0,0,0,0,0,1,1,None
Garbodor,80,95,82,60,82,75,0,2,0,0,0,0,2,Trubbish
Zorua,40,65,40,80,40,65,0,0,0,1,0,0,1,None
Zoroark,60,105,60,120,60,105,0,0,0,2,0,0,2,Zorua
Minccino,55,50,40,40,40,75,0,0,0,0,0,1,1,None
Cinccino,75,95,60,65,60,115,0,0,0,0,0,2,2,Minccino
Gothita,45,30,50,55,65,45,0,0,0,0,1,0,1,None
Gothorita,60,45,70,75,85,55,0,0,0,0,2,0,2,Gothita
Gothitelle,70,55,95,95,110,65,0,0,0,0,3,0,3,Gothorita
Solosis,45,30,40,105,50,20,0,0,0,1,0,0,1,None
Duosion,65,40,50,125,60,30,0,0,0,2,0,0,2,Solosis
Reuniclus,110,65,75,125,85,30,0,0,0,3,0,0,3,Duosion
Ducklett,62,44,50,44,50,55,1,0,0,0,0,0,1,None
Swanna,75,87,63,87,63,98,0,0,0,0,0,2,2,Ducklett
Vanillite,36,50,50,65,60,44,0,0,0,1,0,0,1,None
Vanillish,51,65,65,80,75,59,0,0,0,2,0,0,2,Vanillite
Vanilluxe,71,95,85,110,95,79,0,0,0,3,0,0,3,Vanillish
Deerling,60,60,50,40,50,75,0,0,0,0,0,1,1,None
Sawsbuck,80,100,70,60,70,95,0,2,0,0,0,0,2,Deerling
Emolga,55,75,60,75,60,103,0,0,0,0,0,2,0,None
Karrablast,50,75,45,40,45,60,0,1,0,0,0,0,1,None
Escavalier,70,135,105,60,105,20,0,2,0,0,0,0,2,Karrablast
Foongus,69,55,45,55,55,15,1,0,0,0,0,0,1,None
Amoonguss,114,85,70,85,80,30,2,0,0,0,0,0,2,Foongus
Frillish,55,40,50,65,85,40,0,0,0,0,1,0,1,None
Jellicent,100,60,70,85,105,60,0,0,0,0,2,0,2,Frillish
Alomomola,165,75,80,40,45,65,2,0,0,0,0,0,0,None
Joltik,50,47,50,57,50,65,0,0,0,0,0,1,1,None
Galvantula,70,77,60,97,60,108,0,0,0,0,0,2,2,Joltik
Ferroseed,44,50,91,24,86,10,0,0,1,0,0,0,1,None
Ferrothorn,74,94,131,54,116,20,0,0,2,0,0,0,2,Ferroseed
Klink,40,55,70,45,60,30,0,0,1,0,0,0,1,None
Klang,60,80,95,70,85,50,0,0,2,0,0,0,2,Klink
Klinklang,60,100,115,70,85,90,0,0,3,0,0,0,3,Klang
Tynamo,35,55,40,45,40,60,0,0,0,0,0,1,1,None
Eelektrik,65,85,70,75,70,40,0,2,0,0,0,0,2,Tynamo
Eelektross,85,115,80,105,80,50,0,3,0,0,0,0,3,Eelektrik
Elgyem,55,55,55,85,55,30,0,0,0,1,0,0,1,None
Beheeyem,75,75,75,125,95,40,0,0,0,2,0,0,2,Elgyem
Litwick,50,30,55,65,55,20,0,0,0,1,0,0,1,None
Lampent,60,40,60,95,60,55,0,0,0,2,0,0,2,Litwick
Chandelure,60,55,90,145,90,80,0,0,0,3,0,0,3,Lampent
Axew,46,87,60,30,40,57,0,1,0,0,0,0,1,None
Fraxure,66,117,70,40,50,67,0,2,0,0,0,0,2,Axew
Haxorus,76,147,90,60,70,97,0,3,0,0,0,0,3,Fraxure
Cubchoo,55,70,40,60,40,40,0,1,0,0,0,0,1,None
Beartic,95,130,80,70,80,50,0,2,0,0,0,0,2,Cubchoo
Cryogonal,80,50,50,95,135,105,0,0,0,0,2,0,0,None
Shelmet,50,40,85,40,65,25,0,0,1,0,0,0,1,None
Accelgor,80,70,40,100,60,145,0,0,0,0,0,2,2,Shelmet
Stunfisk,109,66,84,81,99,32,2,0,0,0,0,0,0,None
Mienfoo,45,85,50,55,50,65,0,1,0,0,0,0,1,None
Mienshao,65,125,60,95,60,105,0,2,0,0,0,0,2,Mienfoo
Druddigon,77,120,90,60,90,48,0,2,0,0,0,0,0,None
Golett,59,74,50,35,50,35,0,1,0,0,0,0,1,None
Golurk,89,124,80,55,80,55,0,2,0,0,0,0,2,Golett
Pawniard,45,85,70,40,40,60,0,1,0,0,0,0,1,None
Bisharp,65,125,100,60,70,70,0,2,0,0,0,0,2,Pawniard
Bouffalant,95,110,95,40,95,55,0,2,0,0,0,0,0,None
Rufflet,70,83,50,37,50,60,0,1,0,0,0,0,1,None
Braviary,100,123,75,57,75,80,0,2,0,0,0,0,2,Rufflet
Vullaby,70,55,75,45,65,60,0,0,1,0,0,0,1,None
Mandibuzz,110,65,105,55,95,80,0,0,0,2,0,0,2,Vullaby
Heatmor,85,97,66,105,66,65,0,0,0,2,0,0,0,None
Durant,58,109,112,48,48,109,0,0,2,0,0,0,0,None
Deino,52,65,50,45,50,38,0,1,0,0,0,0,1,None
Zweilous,72,85,70,65,70,58,0,2,0,0,0,0,2,Deino
Hydreigon,92,105,90,125,90,98,0,0,0,3,0,0,3,Zweilous
Larvesta,55,85,55,50,55,60,0,1,0,0,0,0,1,None
Volcarona,85,60,65,135,105,100,0,0,0,3,0,0,2,Larvesta
Cobalion,91,90,129,90,72,108,0,0,3,0,0,0,0,None
Terrakion,91,129,90,72,90,108,0,3,0,0,0,0,0,None
Virizion,91,90,72,90,129,108,0,0,0,0,3,0,0,None
Tornadus Incarnate,79,115,70,125,80,111,0,3,0,0,0,0,0,None
Tornadus Therian,79,100,80,110,90,121,0,0,0,0,0,3,0,None
Thundurus Incarnate,79,115,70,125,80,111,0,3,0,0,0,0,0,None
Thundurus Therian,79,105,70,145,80,101,0,0,0,3,0,0,0,None
Reshiram,100,120,100,150,120,90,0,0,0,3,0,0,0,None
Zekrom,100,150,120,120,100,90,0,3,0,0,0,0,0,None
Landorus Incarnate,89,125,90,115,80,101,0,0,0,3,0,0,0,None
Landorus Therian,89,145,90,105,80,91,0,3,0,0,0,0,0,None
Kyurem,125,130,90,130,90,95,1,1,0,1,0,0,0,None
Kyurem Black,125,170,100,120,90,95,0,3,0,0,0,0,0,None
Kyurem White,125,120,90,170,100,95,0,0,0,3,0,0,0,None
Keldeo,91,72,90,129,90,108,0,0,0,3,0,0,0,None
Meloetta Aria,100,77,77,128,128,90,0,0,0,1,1,1,0,None
Meloetta Pirouette,100,128,90,77,77,128,0,1,1,0,0,1,0,None
Genesect,71,120,95,120,95,99,0,1,0,1,0,1,0,None
